order_id,customer_id,created_at,fulfilled_at,store_id,subtotal,tax,fee,status
31,1048,9/23/2022 23:04,9/23/2022 23:52,25,6678,333.9,66.78,paid
32,1938,8/7/2021 11:38,8/7/2021 13:27,11,3057,152.85,30.57,paid
33,1429,7/2/2021 18:15,7/2/2021 19:47,1,1492,74.6,14.92,paid
34,1736,2/15/2022 9:17,2/15/2022 9:27,14,6548,327.4,65.48,paid
35,1725,8/19/2021 16:27,8/19/2021 17:59,1,6658,332.9,66.58,failed
36,1246,7/30/2022 6:48,7/30/2022 8:19,23,3631,181.55,36.31,paid
37,1249,5/27/2021 9:09,5/27/2021 10:09,10,2462,123.1,24.62,paid
38,1345,3/20/2022 8:07,3/20/2022 9:24,13,3797,189.85,37.97,failed
39,1369,8/2/2021 10:40,8/2/2021 12:21,17,7353,367.65,73.53,failed
40,1119,3/25/2021 21:37,3/25/2021 23:05,23,5747,287.35,57.47,paid
41,1380,1/20/2022 5:11,1/20/2022 6:53,4,1713,85.65,17.13,paid
42,1066,12/30/2021 15:03,12/30/2021 16:14,5,7582,379.1,75.82,paid
43,1763,6/5/2021 7:42,6/5/2021 8:10,12,8757,437.85,87.57,failed
44,1838,4/25/2021 13:19,4/25/2021 14:31,12,6085,304.25,60.85,failed
45,1886,10/11/2022 9:58,10/11/2022 11:50,5,6249,312.45,62.49,paid
46,1616,10/11/2021 12:00,10/11/2021 13:37,14,9478,473.9,94.78,failed
47,1496,1/21/2021 23:02,1/22/2021 0:27,21,808,40.4,8.08,paid
48,1372,3/7/2021 1:31,3/7/2021 2:29,5,8639,431.95,86.39,failed
49,1165,4/4/2022 16:18,4/4/2022 17:17,22,398,19.9,3.98,paid
50,1263,8/1/2022 13:28,8/1/2022 13:52,12,7002,350.1,70.02,paid
51,1222,5/17/2021 17:35,5/17/2021 17:46,3,166,8.3,1.66,paid
52,1266,11/19/2021 3:32,11/19/2021 5:21,4,8007,400.35,80.07,paid
53,1488,12/13/2021 6:30,12/13/2021 7:17,10,8934,446.7,89.34,paid
54,1141,6/8/2022 10:11,6/8/2022 10:36,20,5673,283.65,56.73,paid
55,1791,11/5/2022 9:14,11/5/2022 10:49,9,1200,60,12,paid
56,1321,5/13/2021 10:07,5/13/2021 11:17,13,4368,218.4,43.68,paid
57,1412,12/9/2021 7:50,12/9/2021 8:35,24,6636,331.8,66.36,paid
58,1875,4/22/2021 9:30,4/22/2021 10:57,23,9019,450.95,90.19,paid
59,1580,2/1/2022 6:30,2/1/2022 7:06,7,1042,52.1,10.42,failed
60,1525,5/12/2022 4:55,5/12/2022 6:54,15,312,15.6,3.12,failed
61,1631,4/20/2021 3:01,4/20/2021 3:30,7,6847,342.35,68.47,paid
62,1893,6/12/2021 4:34,6/12/2021 4:53,10,4018,200.9,40.18,paid
63,1657,10/14/2022 0:14,10/14/2022 0:58,23,610,30.5,6.1,failed
64,1531,7/30/2022 18:34,7/30/2022 18:42,15,9774,488.7,97.74,paid
65,1586,1/20/2022 21:52,1/20/2022 22:56,1,9947,497.35,99.47,paid
66,1962,7/2/2021 14:29,7/2/2021 14:45,22,5890,294.5,58.9,failed
67,1749,10/6/2021 3:07,10/6/2021 3:50,22,6184,309.2,61.84,paid
68,1010,3/11/2022 3:05,3/11/2022 4:18,10,7340,367,73.4,paid
69,1137,4/6/2022 11:14,4/6/2022 12:54,9,271,13.55,2.71,failed
70,1409,11/27/2021 11:30,11/27/2021 11:34,11,7485,374.25,74.85,paid
71,1872,11/26/2022 6:08,11/26/2022 8:07,6,7125,356.25,71.25,paid
72,1101,4/14/2021 5:38,4/14/2021 6:15,25,202,10.1,2.02,paid
73,1605,12/6/2021 16:02,12/6/2021 17:34,21,4936,246.8,49.36,paid
74,1355,1/17/2022 2:55,1/17/2022 4:51,22,7816,390.8,78.16,paid
75,1910,2/1/2021 2:32,2/1/2021 3:33,1,7610,380.5,76.1,paid
76,1396,8/16/2022 7:50,8/16/2022 7:53,22,1168,58.4,11.68,paid
77,1346,10/9/2022 18:41,10/9/2022 20:14,2,2863,143.15,28.63,paid
78,1603,12/24/2022 23:55,12/25/2022 0:27,3,8814,440.7,88.14,paid
79,1013,7/19/2022 13:42,7/19/2022 14:22,4,9741,487.05,97.41,paid
80,1281,1/6/2021 8:23,1/6/2021 10:17,7,4111,205.55,41.11,paid
81,1911,12/19/2021 5:06,12/19/2021 6:14,23,7466,373.3,74.66,paid
82,1636,10/3/2021 14:39,10/3/2021 15:42,9,5415,270.75,54.15,paid
83,1083,9/17/2022 18:57,9/17/2022 19:58,17,4546,227.3,45.46,paid
84,1244,10/14/2022 9:46,10/14/2022 11:43,25,9867,493.35,98.67,paid
85,1833,3/15/2022 1:40,3/15/2022 1:48,4,5935,296.75,59.35,paid
86,1443,5/4/2022 4:43,5/4/2022 6:07,22,3524,176.2,35.24,failed
87,1726,9/9/2022 0:10,9/9/2022 0:49,25,8025,401.25,80.25,failed
88,1986,7/11/2021 5:47,7/11/2021 5:48,9,5038,251.9,50.38,paid
89,1844,9/7/2021 17:55,9/7/2021 18:35,14,2744,137.2,27.44,paid
90,1137,11/18/2022 5:46,11/18/2022 6:56,6,3843,192.15,38.43,paid
91,1924,10/10/2021 8:30,10/10/2021 10:20,12,6817,340.85,68.17,paid
92,1479,2/25/2021 13:52,2/25/2021 14:20,21,775,38.75,7.75,paid
93,1866,1/14/2021 13:21,1/14/2021 15:01,20,9351,467.55,93.51,paid
94,1894,8/7/2022 0:34,8/7/2022 1:59,2,6401,320.05,64.01,paid
95,1014,4/12/2021 21:12,4/12/2021 21:40,9,9396,469.8,93.96,paid
96,1645,4/16/2022 21:59,4/16/2022 23:55,3,960,48,9.6,paid
97,1665,4/19/2021 18:35,4/19/2021 19:24,25,6759,337.95,67.59,paid
98,1265,9/11/2021 11:13,9/11/2021 11:23,22,8883,444.15,88.83,failed
99,1253,10/4/2021 7:30,10/4/2021 9:18,8,8451,422.55,84.51,paid
100,1004,10/8/2021 14:51,10/8/2021 16:41,7,2911,145.55,29.11,failed
101,1017,10/19/2022 7:00,10/19/2022 8:43,11,7529,376.45,75.29,paid
102,1683,12/7/2021 12:13,12/7/2021 13:56,23,7221,361.05,72.21,paid
103,1636,5/18/2022 13:41,5/18/2022 15:25,6,7044,352.2,70.44,failed
104,1471,11/25/2022 21:48,11/25/2022 23:03,5,6748,337.4,67.48,failed
105,1098,10/31/2022 5:17,10/31/2022 6:58,13,3525,176.25,35.25,paid
106,1349,11/15/2022 13:33,11/15/2022 15:19,14,7658,382.9,76.58,paid
107,1513,7/29/2021 1:29,7/29/2021 1:31,7,9413,470.65,94.13,paid
108,1939,10/27/2022 2:05,10/27/2022 3:15,12,5057,252.85,50.57,paid
109,1989,10/27/2022 11:00,10/27/2022 12:59,18,7513,375.65,75.13,paid
110,1430,6/17/2021 12:32,6/17/2021 12:58,18,4501,225.05,45.01,paid
111,1458,6/30/2022 23:35,7/1/2022 0:07,7,308,15.4,3.08,paid
112,1235,11/4/2021 11:51,11/4/2021 12:30,15,3055,152.75,30.55,failed
113,1476,11/29/2021 8:40,11/29/2021 10:27,24,5626,281.3,56.26,paid
114,1216,9/17/2022 1:52,9/17/2022 2:19,19,6484,324.2,64.84,paid
115,1119,10/15/2021 1:18,10/15/2021 3:11,5,9923,496.15,99.23,paid
116,1920,1/11/2021 11:53,1/11/2021 12:53,5,9724,486.2,97.24,paid
117,1702,6/26/2022 15:38,6/26/2022 16:09,24,7855,392.75,78.55,paid
118,1292,7/1/2021 11:46,7/1/2021 12:25,13,7867,393.35,78.67,paid
119,1886,3/11/2021 0:13,3/11/2021 1:36,21,393,19.65,3.93,paid
120,1841,4/18/2022 10:02,4/18/2022 10:07,25,9312,465.6,93.12,paid
121,1819,10/9/2021 12:24,10/9/2021 12:25,8,7980,399,79.8,paid
122,1183,5/31/2021 10:58,5/31/2021 11:40,16,2905,145.25,29.05,paid
123,1804,9/23/2022 15:54,9/23/2022 17:34,5,6929,346.45,69.29,paid
124,1714,11/6/2022 3:07,11/6/2022 4:38,8,2501,125.05,25.01,paid
125,1488,3/23/2022 21:47,3/23/2022 23:21,22,1668,83.4,16.68,failed
126,1396,4/18/2021 11:17,4/18/2021 12:15,7,8703,435.15,87.03,paid
127,1873,1/13/2021 8:58,1/13/2021 9:55,10,7608,380.4,76.08,paid
128,1311,5/21/2021 0:33,5/21/2021 2:11,6,2320,116,23.2,failed
129,1143,8/22/2022 1:29,8/22/2022 2:27,20,3496,174.8,34.96,failed
130,1535,2/28/2021 21:46,2/28/2021 22:18,13,1541,77.05,15.41,paid
131,1253,3/22/2021 16:46,3/22/2021 18:07,6,6631,331.55,66.31,paid
132,1065,10/30/2022 0:36,10/30/2022 1:59,22,3282,164.1,32.82,paid
133,1246,10/9/2022 6:06,10/9/2022 8:05,20,893,44.65,8.93,failed
134,1407,4/12/2021 6:20,4/12/2021 6:37,11,9171,458.55,91.71,paid
135,1936,7/7/2021 17:21,7/7/2021 19:16,25,3461,173.05,34.61,paid
136,1123,4/30/2022 1:12,4/30/2022 2:23,10,6058,302.9,60.58,paid
137,1317,4/26/2021 17:25,4/26/2021 17:37,14,3838,191.9,38.38,paid
138,1267,6/1/2021 22:09,6/1/2021 23:07,10,735,36.75,7.35,paid
139,1491,7/9/2022 18:02,7/9/2022 19:19,2,4710,235.5,47.1,paid
140,1751,4/29/2022 11:28,4/29/2022 12:12,2,4479,223.95,44.79,paid
141,1540,8/20/2022 4:07,8/20/2022 4:17,6,4608,230.4,46.08,paid
142,1532,6/3/2022 10:55,6/3/2022 11:06,7,5193,259.65,51.93,paid
143,1714,5/30/2021 5:45,5/30/2021 6:24,14,9713,485.65,97.13,paid
144,1623,10/1/2021 22:28,10/2/2021 0:18,16,6325,316.25,63.25,failed
145,1792,2/9/2021 12:33,2/9/2021 13:25,4,7092,354.6,70.92,paid
146,1846,11/5/2021 16:14,11/5/2021 17:57,2,3104,155.2,31.04,paid
147,1834,7/24/2022 11:20,7/24/2022 11:28,6,3698,184.9,36.98,paid
148,1973,10/28/2022 23:21,10/28/2022 23:29,22,5904,295.2,59.04,paid
149,1919,10/4/2022 9:04,10/4/2022 10:19,23,9368,468.4,93.68,paid
150,1971,3/31/2022 21:11,3/31/2022 22:28,4,8292,414.6,82.92,paid
151,1462,11/15/2022 16:50,11/15/2022 17:14,1,5107,255.35,51.07,paid
152,1995,6/18/2021 0:28,6/18/2021 2:02,16,8771,438.55,87.71,failed
153,1876,1/23/2022 12:57,1/23/2022 14:19,9,702,35.1,7.02,paid
154,1391,5/16/2021 13:20,5/16/2021 15:15,16,513,25.65,5.13,failed
155,1294,4/19/2022 6:32,4/19/2022 7:56,18,2596,129.8,25.96,paid
156,1102,3/29/2022 20:07,3/29/2022 21:23,1,147,7.35,1.47,paid
157,1854,8/23/2021 4:10,8/23/2021 5:48,17,8194,409.7,81.94,paid
158,1778,3/8/2022 1:42,3/8/2022 2:02,3,3013,150.65,30.13,failed
159,1696,4/3/2021 11:58,4/3/2021 12:21,9,4702,235.1,47.02,paid
160,1685,4/22/2022 4:10,4/22/2022 5:53,7,7639,381.95,76.39,paid
161,1654,10/25/2021 13:08,10/25/2021 15:00,3,8755,437.75,87.55,paid
162,1572,2/25/2022 1:07,2/25/2022 1:48,17,1382,69.1,13.82,paid
163,1575,10/25/2021 21:52,10/25/2021 22:13,5,1905,95.25,19.05,paid
164,1391,11/27/2021 0:01,11/27/2021 1:52,5,6684,334.2,66.84,paid
165,1325,10/24/2021 6:35,10/24/2021 7:39,6,4161,208.05,41.61,paid
166,1055,6/13/2021 22:34,6/13/2021 23:35,23,5642,282.1,56.42,failed
167,1707,8/29/2022 1:41,8/29/2022 2:35,21,7139,356.95,71.39,failed
168,1570,3/30/2022 23:46,3/31/2022 0:26,7,3244,162.2,32.44,paid
169,1612,3/29/2021 0:34,3/29/2021 1:26,7,7470,373.5,74.7,paid
170,1360,10/18/2021 19:35,10/18/2021 21:23,7,3822,191.1,38.22,paid
171,1436,11/27/2022 22:47,11/27/2022 23:07,17,1220,61,12.2,paid
172,1572,10/19/2022 19:40,10/19/2022 20:24,1,7267,363.35,72.67,paid
173,1696,6/11/2021 16:57,6/11/2021 18:09,13,609,30.45,6.09,paid
174,1913,8/25/2022 6:06,8/25/2022 7:31,14,8388,419.4,83.88,paid
175,1369,9/7/2021 16:10,9/7/2021 16:59,14,3109,155.45,31.09,paid
176,1286,10/29/2021 12:44,10/29/2021 14:20,21,9360,468,93.6,paid
177,1724,11/5/2022 14:06,11/5/2022 15:30,2,1204,60.2,12.04,paid
178,1487,5/4/2021 0:50,5/4/2021 2:21,7,1699,84.95,16.99,paid
179,1133,11/19/2022 12:56,11/19/2022 14:33,6,6425,321.25,64.25,paid
180,1126,12/25/2022 16:12,12/25/2022 16:32,13,715,35.75,7.15,failed
181,1908,9/17/2022 11:59,9/17/2022 12:45,19,406,20.3,4.06,paid
182,1740,5/6/2022 7:55,5/6/2022 8:07,17,7945,397.25,79.45,failed
183,1813,12/27/2021 11:26,12/27/2021 12:37,12,4967,248.35,49.67,paid
184,1315,7/21/2022 20:29,7/21/2022 21:03,3,7320,366,73.2,paid
185,1745,12/21/2022 20:57,12/21/2022 22:07,13,6313,315.65,63.13,paid
186,1517,6/1/2022 19:10,6/1/2022 20:37,2,5126,256.3,51.26,failed
187,1888,11/10/2021 5:43,11/10/2021 6:46,2,8202,410.1,82.02,paid
188,1381,7/3/2021 14:54,7/3/2021 15:59,3,2201,110.05,22.01,failed
189,1590,1/6/2021 17:25,1/6/2021 17:42,10,7388,369.4,73.88,paid
190,1052,7/31/2022 6:18,7/31/2022 6:48,16,9501,475.05,95.01,paid
191,1058,1/19/2022 19:34,1/19/2022 20:23,7,1374,68.7,13.74,paid
192,1001,5/27/2021 18:05,5/27/2021 19:02,14,5466,273.3,54.66,paid
193,1833,4/21/2021 11:21,4/21/2021 12:15,7,8252,412.6,82.52,failed
194,1397,3/10/2021 14:12,3/10/2021 15:19,2,3360,168,33.6,paid
195,1750,3/4/2021 11:11,3/4/2021 11:56,22,7482,374.1,74.82,failed
196,1663,2/6/2022 5:24,2/6/2022 5:50,14,4930,246.5,49.3,paid
197,1718,9/14/2022 5:35,9/14/2022 6:44,1,9431,471.55,94.31,paid
198,1149,12/22/2021 10:25,12/22/2021 11:17,11,3638,181.9,36.38,paid
199,1305,5/20/2022 8:01,5/20/2022 8:37,18,5971,298.55,59.71,paid
200,1367,11/26/2021 9:40,11/26/2021 11:30,3,9804,490.2,98.04,paid
201,1134,1/12/2022 4:44,1/12/2022 5:37,6,5989,299.45,59.89,failed
202,1852,12/4/2021 2:21,12/4/2021 3:48,16,8281,414.05,82.81,paid
203,1184,4/8/2022 10:54,4/8/2022 12:39,24,5454,272.7,54.54,failed
204,1650,1/4/2022 17:39,1/4/2022 18:32,8,4504,225.2,45.04,paid
205,1356,5/31/2022 18:43,5/31/2022 18:56,8,4304,215.2,43.04,failed
206,1568,11/3/2021 14:09,11/3/2021 14:12,19,9438,471.9,94.38,paid
207,1640,5/28/2021 8:56,5/28/2021 9:28,22,4903,245.15,49.03,paid
208,1246,11/17/2022 19:58,11/17/2022 21:56,8,6381,319.05,63.81,paid
209,1612,7/29/2021 19:42,7/29/2021 21:13,25,7550,377.5,75.5,paid
210,1643,11/8/2021 10:28,11/8/2021 11:53,17,2073,103.65,20.73,failed
211,1278,11/5/2022 13:08,11/5/2022 14:27,12,701,35.05,7.01,paid
212,1102,11/28/2022 3:12,11/28/2022 3:22,11,1751,87.55,17.51,paid
213,1269,1/12/2021 10:02,1/12/2021 11:58,9,7716,385.8,77.16,paid
214,1458,8/15/2022 13:20,8/15/2022 14:54,16,1473,73.65,14.73,paid
215,1724,5/27/2022 14:08,5/27/2022 14:21,14,9352,467.6,93.52,failed
216,1578,8/15/2021 2:11,8/15/2021 2:39,4,1873,93.65,18.73,failed
217,1099,6/15/2022 17:21,6/15/2022 18:21,21,8907,445.35,89.07,paid
218,1057,4/13/2021 17:38,4/13/2021 19:02,6,242,12.1,2.42,paid
219,1183,2/17/2021 0:05,2/17/2021 0:08,3,9690,484.5,96.9,paid
220,1423,1/17/2021 13:00,1/17/2021 14:29,5,8778,438.9,87.78,paid
221,1925,6/21/2022 23:36,6/22/2022 1:09,20,1426,71.3,14.26,paid
222,1482,10/10/2022 4:33,10/10/2022 6:15,25,4745,237.25,47.45,paid
223,1501,10/15/2022 8:40,10/15/2022 9:02,18,7952,397.6,79.52,paid
224,1695,12/22/2022 12:04,12/22/2022 13:53,11,3437,171.85,34.37,paid
225,1659,9/4/2021 18:45,9/4/2021 18:47,14,4807,240.35,48.07,paid
226,1533,4/4/2022 4:03,4/4/2022 4:13,16,8829,441.45,88.29,paid
227,1308,6/24/2022 19:39,6/24/2022 20:17,2,7732,386.6,77.32,failed
228,1825,9/9/2021 12:18,9/9/2021 12:34,19,9233,461.65,92.33,paid
229,1098,4/29/2022 8:48,4/29/2022 9:06,10,3795,189.75,37.95,paid
230,1398,7/3/2021 14:27,7/3/2021 15:04,3,6583,329.15,65.83,paid
231,1075,4/22/2021 16:44,4/22/2021 18:12,1,2783,139.15,27.83,paid
232,1649,3/24/2021 14:57,3/24/2021 16:07,22,6427,321.35,64.27,paid
233,1064,4/15/2022 10:12,4/15/2022 10:52,22,458,22.9,4.58,failed
234,1727,3/18/2022 4:31,3/18/2022 6:10,11,8147,407.35,81.47,paid
235,1535,7/22/2022 8:08,7/22/2022 9:10,3,8186,409.3,81.86,paid
236,1004,12/8/2021 21:39,12/8/2021 22:39,9,3488,174.4,34.88,failed
237,1552,4/20/2021 6:40,4/20/2021 7:55,16,3648,182.4,36.48,paid
238,1497,4/15/2021 4:22,4/15/2021 5:24,25,1899,94.95,18.99,paid
239,1401,6/24/2021 12:58,6/24/2021 13:41,19,1206,60.3,12.06,paid
240,1857,9/24/2021 14:06,9/24/2021 14:54,24,8699,434.95,86.99,paid
241,1933,12/7/2021 16:34,12/7/2021 16:53,2,2267,113.35,22.67,paid
242,1029,10/16/2022 1:04,10/16/2022 1:59,13,5949,297.45,59.49,paid
243,1074,7/2/2022 18:28,7/2/2022 18:49,25,7802,390.1,78.02,paid
244,1887,2/9/2022 4:07,2/9/2022 4:29,14,3426,171.3,34.26,paid
245,1749,5/13/2022 18:14,5/13/2022 19:55,16,3355,167.75,33.55,paid
246,1312,9/27/2022 11:26,9/27/2022 12:05,19,9815,490.75,98.15,paid
247,1665,6/23/2021 8:28,6/23/2021 10:03,3,9974,498.7,99.74,paid
248,1084,3/23/2021 14:55,3/23/2021 15:36,19,9065,453.25,90.65,paid
249,1842,8/18/2021 1:51,8/18/2021 3:45,18,6407,320.35,64.07,paid
250,1582,3/18/2022 5:42,3/18/2022 6:18,25,7731,386.55,77.31,paid
251,1677,8/23/2021 7:26,8/23/2021 8:39,8,8931,446.55,89.31,failed
252,1762,6/20/2022 9:58,6/20/2022 10:53,9,2995,149.75,29.95,paid
253,1007,6/3/2022 15:56,6/3/2022 17:18,18,7446,372.3,74.46,paid
254,1284,1/18/2022 21:19,1/18/2022 21:51,7,7726,386.3,77.26,paid
255,1161,11/12/2022 20:08,11/12/2022 20:59,22,6535,326.75,65.35,paid
256,1226,1/19/2021 13:54,1/19/2021 15:36,20,730,36.5,7.3,paid
257,1065,2/13/2021 7:41,2/13/2021 8:04,21,2813,140.65,28.13,failed
258,1823,6/20/2022 15:15,6/20/2022 16:13,4,6238,311.9,62.38,paid
259,1335,12/8/2021 4:06,12/8/2021 4:55,4,1125,56.25,11.25,failed
260,1555,3/16/2022 5:44,3/16/2022 7:29,15,7187,359.35,71.87,failed
261,1061,3/24/2021 15:25,3/24/2021 16:30,4,2367,118.35,23.67,paid
262,1061,10/29/2022 4:34,10/29/2022 5:53,20,9178,458.9,91.78,paid
263,1478,7/17/2022 2:41,7/17/2022 3:47,9,1582,79.1,15.82,paid
264,1166,1/12/2022 4:10,1/12/2022 4:53,24,1379,68.95,13.79,paid
265,1700,3/29/2021 6:38,3/29/2021 7:43,2,7466,373.3,74.66,paid
266,1150,5/9/2022 0:54,5/9/2022 1:39,23,9188,459.4,91.88,paid
267,1914,1/29/2022 0:52,1/29/2022 1:01,22,5476,273.8,54.76,paid
268,1975,2/16/2022 4:23,2/16/2022 5:55,4,649,32.45,6.49,paid
269,1971,1/21/2021 1:41,1/21/2021 1:45,15,7416,370.8,74.16,paid
270,1637,12/24/2022 2:46,12/24/2022 4:34,25,5659,282.95,56.59,paid
271,1917,7/18/2022 19:59,7/18/2022 20:11,15,6021,301.05,60.21,paid
272,1005,11/22/2021 21:43,11/22/2021 21:55,22,6268,313.4,62.68,paid
273,1843,11/11/2022 8:23,11/11/2022 8:30,21,6614,330.7,66.14,paid
274,1860,3/4/2021 15:24,3/4/2021 16:44,23,8992,449.6,89.92,failed
275,1568,11/13/2022 3:21,11/13/2022 5:04,4,7523,376.15,75.23,failed
276,1982,4/21/2021 13:24,4/21/2021 14:58,21,5269,263.45,52.69,paid
277,1938,2/15/2022 18:31,2/15/2022 20:07,15,9870,493.5,98.7,paid
278,1877,10/13/2022 19:16,10/13/2022 21:12,22,1597,79.85,15.97,paid
279,1032,12/28/2021 12:53,12/28/2021 13:19,2,1672,83.6,16.72,paid
280,1258,10/21/2021 11:07,10/21/2021 12:37,1,6538,326.9,65.38,paid
281,1946,11/27/2021 23:40,11/28/2021 0:15,25,3346,167.3,33.46,paid
282,1725,3/14/2021 22:58,3/14/2021 23:37,5,752,37.6,7.52,paid
283,1077,6/28/2021 6:01,6/28/2021 7:32,18,4462,223.1,44.62,paid
284,1014,7/27/2022 13:29,7/27/2022 14:29,7,7460,373,74.6,paid
285,1879,11/25/2022 2:59,11/25/2022 3:34,25,6641,332.05,66.41,paid
286,1326,12/17/2021 13:28,12/17/2021 14:05,11,7986,399.3,79.86,failed
287,1296,5/21/2022 0:37,5/21/2022 0:59,4,2459,122.95,24.59,paid
288,1230,11/2/2022 11:24,11/2/2022 12:23,6,4478,223.9,44.78,paid
289,1953,10/16/2022 10:09,10/16/2022 11:25,2,808,40.4,8.08,paid
290,1484,2/8/2022 0:05,2/8/2022 2:01,9,4358,217.9,43.58,paid
291,1228,10/24/2021 6:12,10/24/2021 6:15,9,7136,356.8,71.36,paid
292,1165,7/10/2021 13:21,7/10/2021 14:02,3,3509,175.45,35.09,paid
293,1027,8/10/2021 5:26,8/10/2021 5:35,23,9003,450.15,90.03,paid
294,1378,8/9/2021 4:47,8/9/2021 4:48,23,2337,116.85,23.37,paid
295,1020,6/27/2021 4:55,6/27/2021 5:23,7,732,36.6,7.32,paid
296,1576,5/19/2022 2:03,5/19/2022 3:44,14,3198,159.9,31.98,paid
297,1953,4/16/2022 18:12,4/16/2022 19:57,4,3453,172.65,34.53,paid
298,1313,8/29/2021 16:23,8/29/2021 16:29,2,2695,134.75,26.95,failed
299,1741,9/30/2022 5:06,9/30/2022 7:06,17,6927,346.35,69.27,paid
300,1826,8/3/2022 16:48,8/3/2022 18:31,25,4172,208.6,41.72,paid
301,1482,6/24/2021 5:52,6/24/2021 7:18,6,2432,121.6,24.32,failed
302,1687,8/4/2022 19:29,8/4/2022 21:00,1,8846,442.3,88.46,failed
303,1108,2/15/2021 23:55,2/16/2021 1:53,13,3705,185.25,37.05,failed
304,1693,7/11/2022 10:11,7/11/2022 12:04,4,7716,385.8,77.16,paid
305,1853,6/14/2022 12:21,6/14/2022 12:45,25,6977,348.85,69.77,paid
306,1971,1/27/2022 2:46,1/27/2022 4:26,22,1533,76.65,15.33,paid
307,1183,10/6/2022 15:07,10/6/2022 15:54,11,9707,485.35,97.07,paid
308,1186,1/6/2022 2:35,1/6/2022 2:43,11,493,24.65,4.93,paid
309,1789,6/15/2021 12:20,6/15/2021 14:00,25,8221,411.05,82.21,paid
310,1281,5/19/2021 11:22,5/19/2021 12:09,1,1535,76.75,15.35,paid
311,1349,11/24/2022 23:48,11/25/2022 0:57,19,3896,194.8,38.96,paid
312,1966,2/25/2021 6:15,2/25/2021 7:39,4,2710,135.5,27.1,paid
313,1423,12/19/2021 6:41,12/19/2021 7:45,3,3765,188.25,37.65,failed
314,1188,2/9/2021 1:22,2/9/2021 2:23,11,3165,158.25,31.65,paid
315,1719,8/10/2021 9:34,8/10/2021 10:11,19,9587,479.35,95.87,failed
316,1222,10/22/2022 21:40,10/22/2022 22:37,23,8715,435.75,87.15,paid
317,1423,1/14/2021 2:34,1/14/2021 2:52,24,3263,163.15,32.63,paid
318,1456,4/1/2021 18:02,4/1/2021 20:02,23,8295,414.75,82.95,paid
319,1946,1/7/2021 4:27,1/7/2021 6:18,2,7003,350.15,70.03,paid
320,1031,12/2/2021 1:38,12/2/2021 2:02,1,9262,463.1,92.62,failed
321,1146,8/21/2022 22:35,8/21/2022 23:41,13,7835,391.75,78.35,paid
322,1833,6/26/2021 22:31,6/26/2021 22:47,2,9746,487.3,97.46,failed
323,1346,7/6/2022 5:02,7/6/2022 5:13,5,9352,467.6,93.52,paid
324,1037,5/16/2021 14:24,5/16/2021 15:36,22,2840,142,28.4,paid
325,1942,3/14/2022 6:03,3/14/2022 6:37,24,6973,348.65,69.73,paid
